,Price,Year,Mileage,City,State,Vin,Make,Model
338521,44880,2015,25599,Lawton, OK,1FTEW1EG5FFA24431,Ford,F-1504WD
338522,43499,2015,22617,Hickory, NC,1FTEW1EG4FFD00954,Ford,F-1504WD
338524,15001,2010,160617,Killeen, TX,1FTFW1EV2AFB85542,Ford,F-1504WD
338525,43999,2016,15414,Ontario, NY,1FTFW1EG0GFA79472,Ford,F-1504WD
338529,43890,2016,25030,Castle Shannon, PA,1FTEW1EG4GFC35461,Ford,F-1504WD
338531,42995,2015,18946,Westfield, IN,1FTEW1EG7FFC60868,Ford,F-1504WD
338535,21000,2014,102749,Albuquerque, NM,1FTFW1ET7EKG48920,Ford,F-1504WD
338540,41930,2015,31840,Buford, GA,1FTEW1EF3FFD10379,Ford,F-1504WD
338541,40998,2015,46406,Colorado Springs, CO,1FTEW1EGXFKE40398,Ford,F-1504WD
338543,44350,2016,21167,Platte City, MO,1FTEW1EG9GKD16284,Ford,F-1504WD
338545,27995,2011,70631,Great Falls, MT,1FTFW1ETXBFC50539,Ford,F-1504WD
338549,40997,2015,43219,Fond du Lac, WI,1FTEW1EF1FFA35238,Ford,F-1504WD
338551,41550,2014,44527,Tampa, FL,1FTFW1ET0EKF02407,Ford,F-1504WD
338554,43000,2015,38196,Buford, GA,1FTEW1EF2FFB77047,Ford,F-1504WD
338560,16096,2008,110529,Culpeper, VA,1FTRW14W78FB30196,Ford,F-1504WD
338565,36000,2015,26902,Fall River, MA,1FTEW1EP3FKE98949,Ford,F-1504WD
338566,44097,2015,24655,Logan, UT,1FTEW1EG8FKD72702,Ford,F-1504WD
338572,44868,2015,18513,Twin Falls, ID,1FTFW1EGXFKE78945,Ford,F-1504WD
338579,22350,2012,99247,Great Falls, MT,1FTFW1ET0CFC50423,Ford,F-1504WD
338582,42980,2015,37392,Cary, NC,1FTEW1EF5FFA77637,Ford,F-1504WD
338588,41000,2015,48209,Columbia, SC,1FTFW1EG6FFC90934,Ford,F-1504WD
338589,25154,2015,73600,Mount Airy, NC,1FTFX1EG4FFC69528,Ford,F-1504WD
338591,33980,2010,85105,Sacramento, CA,1FTEX1EV0AFA20842,Ford,F-1504WD
338595,20495,2007,49220,Lincoln, NE,1FTPW14597KB54018,Ford,F-1504WD
338596,44998,2016,25796,New Bern, NC,1FTEW1EF5GFB75763,Ford,F-1504WD
338599,42410,2015,38038,McKinney, TX,1FTEW1EF5FKD88735,Ford,F-1504WD
